candidate_id,candidate_text,years_of_experience,current_title,current_company,skill_count,certification_count,language_count,candidate_skills
CAND_0000056,"Headline: Frontend Engineer | Cloud & DevOps Summary: Software engineer with 1.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Frontend Engineer at TCS Current Industry: IT Services Location: Singapore, Singapore Years of Experience: 1.3 Career History: Frontend Engineer; TCS; IT Services; Full-stack web application development at a SaaS company. Built React-based admin interfaces and the Node.js REST API backing them. Worked across the stack: frontend components, REST endpoint design, PostgreSQL schema, deployment via Docker/Kubernetes. Comfortable in most parts of a typical web stack though my comfort zone is the backend and database side. Recent learning has been on the testing and CI/CD discipline. Education: IIT Bombay; M.E.; Artificial Intelligence; 87%; tier_1 Skills: BentoML; advanced; 39; 48 | GCP; beginner; 6; 8 | CSS; intermediate; 11; 21 | Kubernetes; beginner; 8; 2 | Accounting; intermediate; 6; 30 | React; beginner; 1; 12 | Image Classification; advanced; 52; 53 | FastAPI; intermediate; 12; 26 | REST APIs; intermediate; 9; 12 | MongoDB; intermediate; 6; 24 | PyTorch; advanced; 43; 38 | Embeddings; intermediate; 4; 24 | SEO; beginner; 1; 3 | Data Pipelines; beginner; 7; 7 Languages: English; professional | Hindi; professional",1.3,Frontend Engineer,TCS,14,0,2,"BentoML, GCP, CSS, Kubernetes, Accounting, React, Image Classification, FastAPI, REST APIs, MongoDB, PyTorch, Embeddings, SEO, Data Pipelines"
CAND_0000057,"Headline: Customer Support | 3.3+ yrs experience Summary: Professional with 3.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Customer Support at Acme Corp Current Industry: Manufacturing Location: Bhubaneswar, Odisha, India Years of Experience: 3.3 Career History: Customer Support; Acme Corp; Manufacturing; Operations management role at a logistics company. Owned daily fulfillment operations across 3 warehouses, managing a team of 80 across receiving, picking, packing, and outbound. Built and tracked the operational KPIs (on-time fulfillment, accuracy, cost per order) and led the continuous improvement initiatives that drove a 22% productivity gain over 18 months. | Project Manager; Infosys; IT Services; Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. Education: RV College of Engineering; B.Sc; Electrical Engineering; 89%; tier_2 | Manipal Institute of Technology; M.E.; Commerce; 6.77 CGPA; tier_2 Skills: TypeScript; intermediate; 4; 11 | Data Pipelines; intermediate; 8; 8 | Tally; intermediate; 9; 22 | Docker; beginner; 5; 10 | Figma; intermediate; 14; 31 | Photoshop; beginner; 11; 9 Languages: English; native | Hindi; conversational",3.3,Customer Support,Acme Corp,6,0,2,"TypeScript, Data Pipelines, Tally, Docker, Figma, Photoshop"
CAND_0000058,"Headline: HR Manager | Helping teams scale Summary: Professional with 10.1+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: HR Manager at Pied Piper Current Industry: Software Location: San Francisco, USA Years of Experience: 10.1 Career History: HR Manager; Pied Piper; Software; Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. | Accountant; Hooli; Software; Operations management role at a logistics company. Owned daily fulfillment operations across 3 warehouses, managing a team of 80 across receiving, picking, packing, and outbound. Built and tracked the operational KPIs (on-time fulfillment, accuracy, cost per order) and led the continuous improvement initiatives that drove a 22% productivity gain over 18 months. | Civil Engineer; Stark Industries; Manufacturing; Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. | Content Writer; Wayne Enterprises; Conglomerate; Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. Education: Lovely Professional University; B.Tech; Statistics; 78%; tier_3 Skills: CI/CD; beginner; 13; 14 | Feature Engineering; advanced; 7; 35 | SQL; intermediate; 2; 20 | Apache Beam; intermediate; 15; 23 | Data Pipelines; beginner; 10; 2 | Six Sigma; beginner; 4; 18 | GCP; intermediate; 7; 24 | Hadoop; beginner; 10; 8 | GraphQL; beginner; 2; 9 | Redux; beginner; 9; 15 Languages: English; native | Hindi; native",10.1,HR Manager,Pied Piper,10,0,2,"CI/CD, Feature Engineering, SQL, Apache Beam, Data Pipelines, Six Sigma, GCP, Hadoop, GraphQL, Redux"
CAND_0000059,"Headline: Frontend Engineer | Full-stack development Summary: Software engineer with 1.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Frontend Engineer at TCS Current Industry: IT Services Location: Noida, Uttar Pradesh, India Years of Experience: 1.5 Career History: Frontend Engineer; TCS; IT Services; Cloud infrastructure and DevOps work at an enterprise SaaS company. Owned the AWS account architecture (VPC, IAM, networking), the Terraform modules for our service deployments, and the Kubernetes cluster operations. Designed the CI/CD pipelines (GitLab CI + ArgoCD) and the monitoring stack (Prometheus, Grafana, Loki). Strong on the infra and ops side; haven't done much application development. Education: Regional Technical Institute; B.E.; MBA; 86%; tier_4 | Bharati Vidyapeeth; M.Sc; Commerce; 8.46 CGPA; tier_3 Skills: Six Sigma; beginner; 3; 15 | TypeScript; intermediate; 11; 16 | GANs; advanced; 47; 26 | Azure; beginner; 4; 18 | Statistical Modeling; advanced; 27; 23 | HTML; intermediate; 13; 26 | Rust; intermediate; 6; 36 | gRPC; beginner; 3; 5 | Agile; beginner; 1; 14 | CNN; advanced; 36; 35 | Sales; beginner; 1; 15 | Terraform; intermediate; 11; 24 | CSS; beginner; 8; 10 Languages: English; professional | Hindi; professional",1.5,Frontend Engineer,TCS,13,0,2,"Six Sigma, TypeScript, GANs, Azure, Statistical Modeling, HTML, Rust, gRPC, Agile, CNN, Sales, Terraform, CSS"
CAND_0000060,"Headline: Cloud Engineer | Cloud & DevOps Summary: Software engineer with 8.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Cloud Engineer at Razorpay Current Industry: Fintech Location: Coimbatore, Tamil Nadu, India Years of Experience: 8.0 Career History: Cloud Engineer; Razorpay; Fintech; Frontend engineering at a media company. React, TypeScript, and the typical surrounding tooling (Webpack, Jest, Cypress). Built the company's design system from scratch and led the migration from a legacy AngularJS app. Strong on the frontend craft — accessibility, performance, animations — but limited backend exposure. | DevOps Engineer; Accenture; Consulting; Java backend development at a large enterprise — Spring Boot microservices, Kafka for inter-service messaging, Postgres + Redis for storage. Worked on the customer onboarding flow which involved orchestrating multiple downstream services. Solid on the Spring ecosystem, transaction handling, and the operational side of Java services. Looking to either go deeper on distributed systems or expand into modern application stacks. | DevOps Engineer; Wayne Enterprises; Conglomerate; Cloud infrastructure and DevOps work at an enterprise SaaS company. Owned the AWS account architecture (VPC, IAM, networking), the Terraform modules for our service deployments, and the Kubernetes cluster operations. Designed the CI/CD pipelines (GitLab CI + ArgoCD) and the monitoring stack (Prometheus, Grafana, Loki). Strong on the infra and ops side; haven't done much application development. | Cloud Engineer; HCL; IT Services; Java backend development at a large enterprise — Spring Boot microservices, Kafka for inter-service messaging, Postgres + Redis for storage. Worked on the customer onboarding flow which involved orchestrating multiple downstream services. Solid on the Spring ecosystem, transaction handling, and the operational side of Java services. Looking to either go deeper on distributed systems or expand into modern application stacks. Education: PES University; B.Sc; Data Science; 70%; tier_2 | Amity University; M.S.; Information Technology; 8.44 CGPA; tier_3 Skills: Accounting; intermediate; 9; 26 | Kafka; intermediate; 9; 29 | LoRA; intermediate; 4; 9 | gRPC; intermediate; 4; 10 | JavaScript; intermediate; 14; 11 | Databricks; intermediate; 15; 36 | FastAPI; intermediate; 15; 26 | YOLO; advanced; 57; 40 | Marketing; beginner; 1; 8 | Java; intermediate; 8; 12 | GraphQL; intermediate; 6; 24 | ETL; beginner; 2; 15 Languages: English; native | Hindi; conversational",8.0,Cloud Engineer,Razorpay,12,0,2,"Accounting, Kafka, LoRA, gRPC, JavaScript, Databricks, FastAPI, YOLO, Marketing, Java, GraphQL, ETL"
CAND_0000061,"Headline: DevOps Engineer | Backend systems & APIs Summary: Software engineer with 7.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: DevOps Engineer at Pied Piper Current Industry: Software Location: Vizag, Andhra Pradesh, India Years of Experience: 7.7 Career History: DevOps Engineer; Pied Piper; Software; Java backend development at a large enterprise — Spring Boot microservices, Kafka for inter-service messaging, Postgres + Redis for storage. Worked on the customer onboarding flow which involved orchestrating multiple downstream services. Solid on the Spring ecosystem, transaction handling, and the operational side of Java services. Looking to either go deeper on distributed systems or expand into modern application stacks. | Mobile Developer; Zomato; Food Delivery; Frontend engineering at a media company. React, TypeScript, and the typical surrounding tooling (Webpack, Jest, Cypress). Built the company's design system from scratch and led the migration from a legacy AngularJS app. Strong on the frontend craft — accessibility, performance, animations — but limited backend exposure. | Java Developer; Dunder Mifflin; Paper Products; Android mobile development using Java and (more recently) Kotlin at a consumer-app company. Built and maintained multiple production features including the main shopping flow, push notification system, and the offline-first sync layer. Comfortable with the Android framework, Jetpack components, and the typical patterns (MVVM, Hilt, Coroutines). My career has been entirely on mobile so far; interested in expanding into broader backend or platform engineering. Education: Regional Technical Institute; M.E.; Chemical Engineering; 78%; tier_4 | Local Engineering College; M.E.; MBA; 8.91 CGPA; tier_4 Skills: Illustrator; intermediate; 6; 28 | Speech Recognition; intermediate; 1; 17 | JavaScript; intermediate; 7; 8 | Airflow; intermediate; 9; 31 | TypeScript; beginner; 12; 7 | Sales; beginner; 5; 7 | TTS; intermediate; 13; 23 | Object Detection; intermediate; 8; 27 | Spark; intermediate; 5; 27 Languages: English; native | Hindi; professional",7.7,DevOps Engineer,Pied Piper,9,0,2,"Illustrator, Speech Recognition, JavaScript, Airflow, TypeScript, Sales, TTS, Object Detection, Spark"
CAND_0000062,"Headline: DevOps Engineer | Cloud & DevOps Summary: Software engineer with 4.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: DevOps Engineer at Tech Mahindra Current Industry: IT Services Location: Seattle, USA Years of Experience: 4.3 Career History: DevOps Engineer; Tech Mahindra; IT Services; Test automation and QA engineering for a fintech product. Built and maintained the end-to-end test suite using Selenium and pytest, plus the load-testing setup using Locust. Worked closely with developers on testability patterns and with product on acceptance criteria. Recent work has been on shifting test responsibility into the dev team — moving from QA-as-gate to QA-as-coach. Career has been entirely in QA/test engineering. Education: Generic State University; B.E.; Physics; 8.34 CGPA; tier_4 | Tier-3 Engineering College; B.Sc; Artificial Intelligence; 6.74 CGPA; tier_4 Skills: Angular; beginner; 8; 3 | Hadoop; intermediate; 3; 17 | GANs; advanced; 29; 27 | Kubernetes; intermediate; 8; 8 | MLOps; advanced; 36; 30 | TypeScript; intermediate; 8; 16 | BentoML; intermediate; 13; 31 | Flask; beginner; 6; 10 | NLP; intermediate; 6; 27 | Spring Boot; beginner; 7; 16 Languages: English; native | Hindi; professional",4.3,DevOps Engineer,Tech Mahindra,10,0,2,"Angular, Hadoop, GANs, Kubernetes, MLOps, TypeScript, BentoML, Flask, NLP, Spring Boot"
CAND_0000063,"Headline: Java Developer | Cloud & DevOps Summary: Software engineer with 5.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Java Developer at Mphasis Current Industry: IT Services Location: Delhi, Delhi, India Years of Experience: 5.4 Career History: Java Developer; Mphasis; IT Services; Test automation and QA engineering for a fintech product. Built and maintained the end-to-end test suite using Selenium and pytest, plus the load-testing setup using Locust. Worked closely with developers on testability patterns and with product on acceptance criteria. Recent work has been on shifting test responsibility into the dev team — moving from QA-as-gate to QA-as-coach. Career has been entirely in QA/test engineering. | .NET Developer; Swiggy; Food Delivery; Java backend development at a large enterprise — Spring Boot microservices, Kafka for inter-service messaging, Postgres + Redis for storage. Worked on the customer onboarding flow which involved orchestrating multiple downstream services. Solid on the Spring ecosystem, transaction handling, and the operational side of Java services. Looking to either go deeper on distributed systems or expand into modern application stacks. Education: Lovely Professional University; B.Tech; Mechanical Engineering; 9.50 CGPA; tier_3 | Tier-3 Engineering College; M.Sc; Machine Learning; 7.03 CGPA; tier_4 Skills: Apache Beam; beginner; 13; 11 | Kubeflow; advanced; 57; 47 | REST APIs; beginner; 12; 8 | Apache Flink; beginner; 5; 7 | Figma; intermediate; 0; 33 | Content Writing; beginner; 3; 16 | React; beginner; 6; 15 | Scrum; beginner; 1; 13 | CSS; beginner; 12; 4 | Webpack; beginner; 2; 5 | Redux; beginner; 6; 10 | PostgreSQL; beginner; 15; 13 | PEFT; intermediate; 12; 24 | Project Management; intermediate; 6; 9 Languages: English; native | Hindi; conversational",5.4,Java Developer,Mphasis,14,0,2,"Apache Beam, Kubeflow, REST APIs, Apache Flink, Figma, Content Writing, React, Scrum, CSS, Webpack, Redux, PostgreSQL, PEFT, Project Management"
CAND_0000064,"Headline: Accountant | Helping teams scale Summary: Professional with 4.5+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Accountant at Acme Corp Current Industry: Manufacturing Location: London, UK Years of Experience: 4.5 Career History: Accountant; Acme Corp; Manufacturing; Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. | Customer Support; Initech; Software; Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. Education: Thapar University; B.Tech; Electrical Engineering; 91%; tier_2 Skills: Salesforce CRM; beginner; 7; 5 | Agile; beginner; 9; 5 | gRPC; intermediate; 10; 28 | Snowflake; beginner; 15; 12 | Node.js; intermediate; 0; 18 | SQL; intermediate; 7; 31 | Data Pipelines; beginner; 5; 16 | GraphQL; beginner; 14; 9 | Tailwind; intermediate; 15; 9 | Marketing; intermediate; 13; 28 Certifications: Scrum Master Certified; Scrum Alliance; 2019 Languages: English; professional | Hindi; professional",4.5,Accountant,Acme Corp,10,1,2,"Salesforce CRM, Agile, gRPC, Snowflake, Node.js, SQL, Data Pipelines, GraphQL, Tailwind, Marketing"
CAND_0000065,"Headline: Project Manager | Driving business outcomes Summary: Professional with 9.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Project Manager at Initech Current Industry: Software Location: Chandigarh, Chandigarh, India Years of Experience: 9.7 Career History: Project Manager; Initech; Software; Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. | Civil Engineer; Globex Inc; Manufacturing; Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. | Accountant; Pied Piper; Software; Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. | HR Manager; Hooli; Software; Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. Education: VIT Chennai; Ph.D; Artificial Intelligence; 70%; tier_3 Skills: Go; intermediate; 3; 14 | Flask; intermediate; 8; 27 | Tally; intermediate; 2; 34 | Illustrator; intermediate; 4; 25 | Forecasting; advanced; 55; 59 | Airflow; beginner; 9; 11 | Next.js; beginner; 4; 2 | Apache Beam; intermediate; 5; 36 | Six Sigma; beginner; 10; 7 | Figma; beginner; 13; 5 Languages: English; native | Hindi; native",9.7,Project Manager,Initech,10,0,2,"Go, Flask, Tally, Illustrator, Forecasting, Airflow, Next.js, Apache Beam, Six Sigma, Figma"
CAND_0000066,"Headline: Content Writer | 2.4+ yrs experience Summary: Professional with 2.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Content Writer at Hooli Current Industry: Software Location: Bangalore, Karnataka, India Years of Experience: 2.4 Career History: Content Writer; Hooli; Software; Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. Education: Tier-3 Engineering College; B.Tech; Civil Engineering; 7.88 CGPA; tier_4 | Chandigarh University; M.E.; Statistics; 84%; tier_3 Skills: MLOps; advanced; 31; 32 | Spark; beginner; 13; 6 | REST APIs; intermediate; 10; 20 | React; intermediate; 10; 20 | Rust; intermediate; 10; 8 | Go; intermediate; 14; 20 | Flask; beginner; 7; 12 | Java; beginner; 1; 8 | Excel; beginner; 13; 13 | gRPC; beginner; 1; 5 | TypeScript; intermediate; 9; 14 Languages: English; professional | Hindi; native",2.4,Content Writer,Hooli,11,0,2,"MLOps, Spark, REST APIs, React, Rust, Go, Flask, Java, Excel, gRPC, TypeScript"
CAND_0000067,"Headline: Frontend Engineer | Cloud & DevOps Summary: Software engineer with 3.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Frontend Engineer at Accenture Current Industry: Consulting Location: San Francisco, USA Years of Experience: 3.9 Career History: Frontend Engineer; Accenture; Consulting; Full-stack web application development at a SaaS company. Built React-based admin interfaces and the Node.js REST API backing them. Worked across the stack: frontend components, REST endpoint design, PostgreSQL schema, deployment via Docker/Kubernetes. Comfortable in most parts of a typical web stack though my comfort zone is the backend and database side. Recent learning has been on the testing and CI/CD discipline. | Mobile Developer; Swiggy; Food Delivery; Android mobile development using Java and (more recently) Kotlin at a consumer-app company. Built and maintained multiple production features including the main shopping flow, push notification system, and the offline-first sync layer. Comfortable with the Android framework, Jetpack components, and the typical patterns (MVVM, Hilt, Coroutines). My career has been entirely on mobile so far; interested in expanding into broader backend or platform engineering. Education: SRM University; B.Tech; Computer Engineering; 6.76 CGPA; tier_2 | Anna University; M.S.; Civil Engineering; 7.21 CGPA; tier_2 Skills: Tailwind; beginner; 10; 7 | Java; intermediate; 9; 30 | ASR; intermediate; 14; 13 | Django; beginner; 6; 14 | gRPC; intermediate; 3; 24 | Spark; intermediate; 14; 20 | Weights & Biases; advanced; 17; 30 | JavaScript; intermediate; 15; 34 | Kafka; intermediate; 14; 21 | Rust; beginner; 4; 9 Languages: English; native | Hindi; conversational",3.9,Frontend Engineer,Accenture,10,0,2,"Tailwind, Java, ASR, Django, gRPC, Spark, Weights & Biases, JavaScript, Kafka, Rust"
CAND_0000068,"Headline: Java Developer | Full-stack development Summary: Software engineer with 1.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Java Developer at HCL Current Industry: IT Services Location: Noida, Uttar Pradesh, India Years of Experience: 1.5 Career History: Java Developer; HCL; IT Services; Java backend development at a large enterprise — Spring Boot microservices, Kafka for inter-service messaging, Postgres + Redis for storage. Worked on the customer onboarding flow which involved orchestrating multiple downstream services. Solid on the Spring ecosystem, transaction handling, and the operational side of Java services. Looking to either go deeper on distributed systems or expand into modern application stacks. Education: Chandigarh University; M.Sc; MBA; 9.25 CGPA; tier_3 | Regional Technical Institute; B.E.; Commerce; 6.55 CGPA; tier_4 Skills: Databricks; intermediate; 13; 17 | Flask; beginner; 7; 12 | GCP; beginner; 1; 13 | TypeScript; beginner; 0; 7 | FAISS; intermediate; 4; 24 | SQL; intermediate; 7; 27 | Agile; beginner; 1; 13 | Kubeflow; intermediate; 12; 10 | Weights & Biases; advanced; 1; 33 | Excel; intermediate; 11; 33 | Java; intermediate; 12; 30 | REST APIs; beginner; 2; 4 | GraphQL; beginner; 3; 7 Certifications: Scrum Master Certified; Scrum Alliance; 2022 Languages: English; professional | Hindi; professional",1.5,Java Developer,HCL,13,1,2,"Databricks, Flask, GCP, TypeScript, FAISS, SQL, Agile, Kubeflow, Weights & Biases, Excel, Java, REST APIs, GraphQL"
CAND_0000069,"Headline: Business Analyst | 13.0+ yrs experience Summary: Professional with 13.0+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Business Analyst at Wayne Enterprises Current Industry: Conglomerate Location: Jaipur, Rajasthan, India Years of Experience: 13.0 Career History: Business Analyst; Wayne Enterprises; Conglomerate; Enterprise sales of cloud software solutions into the mid-market segment. Carried a $1.8M ARR quota and consistently delivered against it across the last three years. Owned the full sales cycle: prospecting, discovery, technical evaluation (with SE support), commercial negotiation, and close. Strong on consultative selling for technical buyers; comfortable engaging with both engineering and finance stakeholders. | Mechanical Engineer; Stark Industries; Manufacturing; Operations management role at a logistics company. Owned daily fulfillment operations across 3 warehouses, managing a team of 80 across receiving, picking, packing, and outbound. Built and tracked the operational KPIs (on-time fulfillment, accuracy, cost per order) and led the continuous improvement initiatives that drove a 22% productivity gain over 18 months. | Mechanical Engineer; Hooli; Software; Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. | Graphic Designer; Stark Industries; Manufacturing; Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. | HR Manager; Dunder Mifflin; Paper Products; Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. Education: Local Engineering College; B.Tech; Statistics; 8.41 CGPA; tier_4 Skills: React; intermediate; 14; 15 | MongoDB; beginner; 10; 11 | SQL; intermediate; 4; 21 | Microservices; beginner; 5; 17 | HTML; intermediate; 10; 13 | Webpack; intermediate; 2; 24 | Databricks; beginner; 4; 10 | GCP; intermediate; 5; 22 Languages: English; native | Hindi; professional",13.0,Business Analyst,Wayne Enterprises,8,0,2,"React, MongoDB, SQL, Microservices, HTML, Webpack, Databricks, GCP"
